coverage_id,category,session,unit,source_file,source_page,problem_number,prompt_id,official_answer_available,note_file,note_anchor,solution_status,verification_method
online-S21-2.10.10-Q3,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q3,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.10-Q4,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q4,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.10-Q5,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q5,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.10-Q6,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q6,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.3-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.3_derived-variables.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.3-Q2,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.3_derived-variables.md,,,Q2,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.4-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.4_mating-ritual.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.4-Q2,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.4_mating-ritual.md,,,Q2,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.6-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.6_boy-optimal.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.8-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.8_bipartite-equivalence-relation.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.10-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.10_bottleneck.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.11-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.11_bipartite-graphs.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.12-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.12_matching.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.12-Q2,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.12_matching.md,,,Q2,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S22-2.11.13-Q1,online_feedback,22,2,08_Courseware_Exercises/S22_2.11.13_stable-matching-invariants.md,,,Q1,yes,02_Structures.md,#Session 22 — Stable Matching and Hall's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.2-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.2_perturbation-by-young-gauss.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.4-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.4_annuities.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.6-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.6_harmonic-numbers.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q2,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q2,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q3,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q3,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q4,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q4,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q5,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q5,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q6,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q6,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q7,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q7,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.8-Q8,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.8_integral-method-demystified.md,,,Q8,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.10-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.10_applying-stirling-s-formula.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.11-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.11_convergence-of-geometric-series.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.12-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.12_summation.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.12-Q2,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.12_summation.md,,,Q2,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S23-3.1.13-Q1,online_feedback,23,3,08_Courseware_Exercises/S23_3.1.13_sum-s-upper-lower-bounds.md,,,Q1,yes,03_Counting.md,#Session 23 — Sums & Products,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.2-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.2_asymptotics-as-relations.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.2-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.2_asymptotics-as-relations.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.4-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.4_little-oh-big-oh.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.4-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.4_little-oh-big-oh.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.4-Q3,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.4_little-oh-big-oh.md,,,Q3,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.5-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.5_theta.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.5-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.5_theta.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.7-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.7_asymptotics-the-right-way.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.7-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.7_asymptotics-the-right-way.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.7-Q3,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.7_asymptotics-the-right-way.md,,,Q3,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q3,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q3,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q4,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q4,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q5,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q5,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q6,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q6,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.8-Q7,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.8_practice-with-big-o.md,,,Q7,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.9-Q1,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.9_practice-with-order-of-growth.md,,,Q1,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.9-Q2,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.9_practice-with-order-of-growth.md,,,Q2,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.9-Q3,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.9_practice-with-order-of-growth.md,,,Q3,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S24-3.2.9-Q4,online_feedback,24,3,08_Courseware_Exercises/S24_3.2.9_practice-with-order-of-growth.md,,,Q4,yes,03_Counting.md,#Session 24 — Asymptotics,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S25-3.3.2-Q1,online_feedback,25,3,08_Courseware_Exercises/S25_3.3.2_counting-practice.md,,,Q1,yes,03_Counting.md,#Session 25 — Counting with Bijections,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S25-3.3.2-Q2,online_feedback,25,3,08_Courseware_Exercises/S25_3.3.2_counting-practice.md,,,Q2,yes,03_Counting.md,#Session 25 — Counting with Bijections,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S25-3.3.4-Q1,online_feedback,25,3,08_Courseware_Exercises/S25_3.3.4_selecting-donuts.md,,,Q1,yes,03_Counting.md,#Session 25 — Counting with Bijections,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S25-3.3.5-Q1,online_feedback,25,3,08_Courseware_Exercises/S25_3.3.5_counting-functions.md,,,Q1,yes,03_Counting.md,#Session 25 — Counting with Bijections,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S26-3.4.2-Q1,online_feedback,26,3,08_Courseware_Exercises/S26_3.4.2_choosing-integers.md,,,Q1,yes,03_Counting.md,#Session 26 — Repetitions & Binomial Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.2-Q1,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.2_rolling-dice.md,,,Q1,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.5-Q1,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.5_pigeonhole-principle.md,,,Q1,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.5-Q2,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.5_pigeonhole-principle.md,,,Q2,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.5-Q3,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.5_pigeonhole-principle.md,,,Q3,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.5-Q4,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.5_pigeonhole-principle.md,,,Q4,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.5-Q5,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.5_pigeonhole-principle.md,,,Q5,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.6-Q1,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.6_6-042-teal-table.md,,,Q1,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.6-Q2,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.6_6-042-teal-table.md,,,Q2,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.6-Q3,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.6_6-042-teal-table.md,,,Q3,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.6-Q4,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.6_6-042-teal-table.md,,,Q4,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S27-3.5.7-Q1,online_feedback,27,3,08_Courseware_Exercises/S27_3.5.7_class-schedules.md,,,Q1,yes,03_Counting.md,#Session 27 — Pigeonhole Principle & Inclusion–Exclusion,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q1,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q1,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q2,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q2,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q3,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q3,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q4,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q4,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q5,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q5,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.2-Q6,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.2_socks-and-shoes.md,,,Q6,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.4-Q1,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.4_simplify-prize-tree.md,,,Q1,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.6-Q1,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.6_sum-rule-practice.md,,,Q1,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.7-Q1,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.7_addition-rule.md,,,Q1,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.8-Q1,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.8_fun-with-coins.md,,,Q1,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S28-4.1.8-Q2,online_feedback,28,4,08_Courseware_Exercises/S28_4.1.8_fun-with-coins.md,,,Q2,yes,04_Probability.md,#Session 28 — Intro to Discrete Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.2-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.2_dicey-sum.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.4-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.4_cavities-and-candy.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.6-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.6_two-boys.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.8-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.8_conditional-probability.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.9-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.9_dicey-game.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S29-4.2.10-Q1,online_feedback,29,4,08_Courseware_Exercises/S29_4.2.10_watch-out-for-crocodiles.md,,,Q1,yes,04_Probability.md,#Session 29 — Conditional Probability,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S30-4.3.2-Q1,online_feedback,30,4,08_Courseware_Exercises/S30_4.3.2_independent-dice-rolls.md,,,Q1,yes,04_Probability.md,#Session 30 — Independence & Causality,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S30-4.3.4-Q1,online_feedback,30,4,08_Courseware_Exercises/S30_4.3.4_mutually-independent-dice-rolls.md,,,Q1,yes,04_Probability.md,#Session 30 — Independence & Causality,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S30-4.3.5-Q1,online_feedback,30,4,08_Courseware_Exercises/S30_4.3.5_independent-vs-disjoint.md,,,Q1,yes,04_Probability.md,#Session 30 — Independence & Causality,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S30-4.3.6-Q1,online_feedback,30,4,08_Courseware_Exercises/S30_4.3.6_labeled-balls.md,,,Q1,yes,04_Probability.md,#Session 30 — Independence & Causality,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S30-4.3.7-Q1,online_feedback,30,4,08_Courseware_Exercises/S30_4.3.7_paradox.md,,,Q1,yes,04_Probability.md,#Session 30 — Independence & Causality,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q1,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q1,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q2,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q2,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q3,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q3,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q4,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q4,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q5,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q5,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q6,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q6,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.3-Q7,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.3_odd-heads-and-matches.md,,,Q7,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.5-Q1,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.5_late-for-a-date.md,,,Q1,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.5-Q2,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.5_late-for-a-date.md,,,Q2,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.5-Q3,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.5_late-for-a-date.md,,,Q3,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q1,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q1,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q2,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q2,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q3,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q3,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q4,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q4,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q5,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q5,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q6,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q6,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
